id (N) (P),profit_margin (N),tax (N),phone_number (T),table_1_id (N)
318164,3532,18255,Example out student.,131415
453411,42094,24079,Population process.,81521
231885,42790,29712,Whether without.,214437
485915,2490,32798,Everything ask ten.,192379
56560,35306,12057,Source away.,147247
414865,27599,23677,Test them think try.,334576
397970,39631,40686,Both leader no.,317397
443331,10235,48078,Increase stand.,15136
128354,24584,48348,But possible.,469680
463322,32292,25427,Law skill various.,55537
176775,34565,23534,Bag purpose.,319953
428325,40957,39761,Reveal push despite.,142576
434653,13322,17044,Student onto act.,324817
306704,24419,19968,Traditional develop.,285406
167485,21415,48033,Country include.,418927
46661,18237,24670,Last way cut face.,469396
389021,12476,19682,Game lead study.,156844
179489,3676,42337,Result movement.,246944
287585,23074,34451,Some campaign.,447279
200449,9186,17348,May when reduce.,271560
58980,34509,7563,History sign sport.,3357
363103,24845,37857,Cultural vote peace.,438673
361987,4881,21016,This late level.,230634
382869,11877,31780,Sing room thought.,353065
382479,22694,40663,Bring American in.,54736
490680,9483,13155,Available agree.,355876
404095,23775,28100,Resource image it.,1269
17945,49605,13259,Game such.,322599
124065,12600,7170,Sister particular.,136669
436578,34693,37720,Want administration.,347177
432452,32237,7968,Director determine.,278662
353327,36561,46837,Character respond.,190067
375067,27325,1551,Body military but.,8248
238706,29819,11401,Might rock.,284830
66784,3331,4842,Represent city.,98764
224829,48591,13889,Back marriage teach.,412523
299584,33571,12917,Republican century.,179913
164380,28959,29446,Follow report fast.,458653
191424,32962,49858,Thousand share put.,405446
248722,43236,5722,Be force pull.,417736
272688,38500,28005,Current speech.,54747
148727,48969,33874,Into pretty.,440755
183956,25296,2350,Road rise challenge.,441551
250964,22142,47066,Explain common.,488891
206272,23159,29414,Series movement.,281204
114049,7400,39484,Front against story.,12029
212421,9873,42311,Wish reflect agent.,178504
381456,31558,46467,Energy way program.,284338
265022,43316,10620,Develop age.,131124
45130,32926,32738,Middle rise her.,308780
433226,12224,48846,Boy end they.,359370
438831,42285,4171,Space firm room.,1058
460219,13908,20807,Ago owner art.,413485
25951,5317,4701,Experience discover.,336960
45998,7379,23889,Her hit simply base.,185525
480871,35736,2628,Sound Congress off.,241051
472853,32898,38230,Century hold.,158004
413369,38378,19461,Open increase.,339881
230558,21494,13664,Worker future.,297199
81757,47917,34960,You interesting.,449873
367465,38264,49233,Admit develop.,444454
456671,33127,33495,Administration.,452677
279993,406,21085,At message TV best.,286803
167132,49221,20630,Approach behind.,394398
210420,45688,41109,Despite western.,17041
362294,34724,15189,To table.,360346
215005,49389,33091,Process anyone news.,137719
406883,37797,42887,Fall light one edge.,473838
143794,46049,17938,Then term loss tell.,407745
316056,20762,46473,Friend law ok enjoy.,232777
436832,2418,3262,Like ahead player.,32103
203862,45133,34711,Short since science.,120729
18740,12292,19298,Class hundred rate.,442983
389172,23857,31193,Teach compare very.,366802
298536,32901,19301,Send these body.,94624
108724,13262,2704,None call pretty.,220761
260070,35573,17805,Relationship above.,66818
423226,16282,37408,Throughout middle.,291185
328542,14662,14786,Lead Congress will.,201316
72752,25023,42152,Night agency.,70297
92556,20033,47635,Fact cultural walk.,414560
158725,36350,15576,One if buy free.,4420
356222,31586,26106,School note policy.,124767
357134,22462,42680,Book local feel.,232691
194414,41824,2405,History tell space.,364944
349158,49585,19458,Central less.,249095
40287,46721,44881,Hair keep tough.,402657
255188,2175,17304,Carry season.,191296
299035,28144,10072,Hot this north.,447645
46554,27621,24357,Structure point.,402138
53956,5573,48364,Just party stage.,367341
463444,17487,3617,Her near unit look.,98736
110479,24557,47176,Form world.,305379
113852,44384,16280,Beautiful group.,279660
463092,20102,38565,A table work when.,417655
64899,3148,22371,Green why happen.,160108
18334,16755,40393,Significant task.,458602
63468,27615,35519,Pass night full.,370539
373281,17,29583,House thing.,185599
134613,23351,6139,Already character.,94725
295648,41804,21712,Mother thus them.,121714
193107,10890,41575,Matter red consumer.,415670
48178,5467,32797,Trial effort quite.,382406
117867,28234,28210,Whole position.,229610
429414,15205,30036,Happen employee.,40933
55312,27774,33745,Me important.,438292
12690,35192,44867,Society maintain.,249819
183403,658,27640,Accept often which.,44171
365497,35008,27969,Sometimes form key.,308444
199540,39560,43930,Open media someone.,359212
355992,8465,46744,Half night brother.,473186
115980,26706,31785,Well suggest away.,158958
418317,15361,12348,Successful old.,318373
242228,33618,16441,Reduce degree.,63322
469408,46044,41245,Character pick.,50010
3469,48014,4406,By gun choice give.,94211
41786,37179,19024,Employee run.,58093
358062,49766,29996,Current provide.,320091
331972,26964,8041,Idea wish recent.,457948
194333,49085,9204,Might maintain.,146607
437658,45983,3228,Down piece student.,487702
255020,14962,31549,Dog eight financial.,139375
39077,30130,28799,After do think fast.,223121
24520,24790,22241,Someone wish deep.,147118
160776,37034,1948,Outside report kind.,197806
494169,46569,1922,Maybe car everyone.,404681
481034,26895,39013,Month human region.,85408
94453,43825,38801,Respond major.,194644
436822,42128,30270,Organization offer.,491003
268637,8140,46017,Pay approach kid.,123141
149350,9357,14835,Continue commercial.,441844
109871,12376,36764,Along call matter.,439302
266225,8848,37612,Economic her drop.,71951
389202,24198,27200,Approach edge cut.,403283
10654,44741,22079,All position course.,387317
432479,1974,21143,Military take.,452342
86244,12736,6361,We their food tax.,465348
217128,7785,11177,Hope though small.,122454
209248,31509,13512,Build after music.,435229
458002,45381,20143,Customer sense loss.,448044
160215,15645,35550,Top may thing into.,497882
316799,48848,14372,Free resource sound.,359331
454475,37509,23170,According front art.,114791
473167,37051,9776,Happy kid agency ok.,74801
257091,42652,32404,Look although value.,245927
282768,19240,38573,Miss market sound.,31789
408112,18075,28780,Us threat machine.,2155
426587,18408,8853,Book moment bag.,211454
282667,4264,30833,Window effort door.,78462
251205,20079,11008,Address either firm.,437728
487031,856,7100,Doctor exist.,175468
47129,28996,1803,Now sometimes live.,47342
376653,35500,7812,Level city third.,297383
155286,6846,4284,I evidence support.,439976
260139,33058,19565,Speech use yourself.,295175
161471,13037,43102,Skin involve.,305568
302450,26026,46090,Chair large control.,198658
113315,35811,6311,More color teacher.,75602
113183,27564,20281,Share account.,67291
335217,15624,8616,Woman usually with.,424810
449573,9446,18119,Look could possible.,369617
199859,47603,13251,Fish provide.,76649
180319,10420,1145,Third thousand free.,251138
383424,38859,43968,Economic race.,70244
266754,4866,26350,Stand effort our.,329315
107403,2297,16275,Above so top.,484772
411100,40501,45871,Writer number teach.,27012
250585,5871,28424,Hour use those.,24347
386038,28794,13294,Federal give laugh.,405882
206239,48936,45199,Direction per.,182975
443642,3017,1435,Win position upon.,355017
397768,10233,32556,Even very how.,22396
310260,22209,9892,Enough nice ball.,374071
247541,44269,49771,Theory message.,193872
401223,17679,45312,To population foot.,292306
334524,22551,30686,Where western.,6076
158970,20269,28028,Visit account hair.,268088
274719,11494,41069,Officer various.,345327
119668,28009,40174,Kitchen yet those.,381102
146863,48661,16482,Bill long should.,341680
466198,16774,18267,Opportunity her.,438281
96510,7346,3828,Near standard thank.,409605
3753,31815,13774,Floor able such.,167836
342487,35995,31397,Upon seven catch.,40167
414955,22296,3658,Seek week north.,482060
422962,10808,46372,Since term.,369866
280317,170,9300,Add system its.,496632
423428,34986,47913,Identify population.,2571
113636,4089,24568,Law bill over point.,57740
251730,12113,23673,Everyone interest.,4172
370546,33412,33302,May learn husband.,101272
111202,484,14278,Piece recent speech.,358832
386930,5221,45176,Set trouble couple.,200943
315185,36216,1547,Stay side note.,123829
159271,44831,36969,Expect nation coach.,398715
133153,8017,12694,Later serious ever.,150487
402667,23962,45554,Attack feeling his.,161683
488541,40486,40259,Organization visit.,262484
88437,34097,10525,So sort prove.,14614
43246,29180,36191,Focus interview boy.,118707
118115,30098,41947,Sit scientist.,69414
54748,25478,20705,Deal rather must.,456383
276525,29617,18421,Mother center.,274976
347707,26367,25376,Special long strong.,194270
124440,11867,14254,Sport today purpose.,250952
135666,45702,41005,Nature protect.,484431
109046,34286,43731,Turn military group.,478610
156254,36416,7965,Us concern kitchen.,485094
52251,4212,9197,Science energy will.,371465
282073,17573,26055,Modern hope check.,217549
244401,7258,22408,Imagine south all.,251138
206114,23000,15367,Step develop side.,282201
477179,12727,4519,Yes organization.,281973
472555,9220,10102,Arm performance.,144932
187925,28269,2039,Sing loss owner on.,151494
156956,32739,44841,Follow together.,118147
51673,41925,42094,Through maybe if.,240031
393230,11533,7364,Decade important.,301915
108831,7306,38817,Game conference.,350305
153721,39375,33669,Expert break south.,356664
405605,38743,4458,Weight of.,414219
231711,41419,43036,Also air race you.,394736
128144,39921,31965,Finally friend.,161251
11288,8907,13199,Size interesting.,237290
249532,24843,41098,Development pattern.,56806
388965,5491,21020,Success agency.,417718
177644,29357,18073,Anyone church pick.,397062
57875,474,17421,Tough lawyer.,180092
254357,16872,11359,Herself interest.,38089
378700,49778,4904,Director better.,420654
310182,19636,39946,Worry summer avoid.,224222
349200,38394,34644,Edge possible.,320893
366948,14397,41496,Campaign between.,90256
90721,48202,18687,Candidate matter.,464310
20206,12231,10002,Second we stock.,39895
387524,30467,23698,Process perform.,110511
187787,30781,48016,Indeed right game.,455639
371172,28364,23981,Explain medical.,84875
13412,46253,20669,Impact already room.,193198
77405,38233,21537,Manage share rule.,100974
317675,9661,37816,Likely statement.,102955
294606,9247,41414,Teacher despite.,233093
353745,11534,28568,War degree old soon.,497484
295847,16175,21379,Help official.,102642
481395,35064,38376,Compare performance.,274659
477317,47828,7429,Identify new.,221839
368871,31434,26242,Idea research too.,158252
324936,42725,18592,Bring success.,302294
46058,4096,26763,Word upon reveal.,331780
208405,30016,48842,Establish people.,399165
367593,25176,5458,Rather stay town.,66366
324760,12911,6833,Exist phone senior.,174988
48881,39915,36735,Situation good.,165927
83733,35240,41418,There expert give.,41893
24080,36985,27570,Staff not establish.,294018
328709,16840,16911,Know oil whether.,476270
387648,46473,25994,Dark amount throw.,40193
271865,48340,5038,Woman already rich.,310584
216320,2610,24087,College stuff.,74539
141750,46263,20746,Industry leg every.,216837
176466,23599,17202,Woman national fire.,320128
476454,439,32370,Challenge from.,352302
235548,3150,14321,Front many list.,252692
408592,35005,46221,Man heart player.,357797
346287,49034,24812,Institution time.,224410
131007,271,37003,Sign happen laugh.,186284
9593,7918,20634,Whatever enter.,258958
345134,41516,31242,Benefit total.,273657
476470,33612,40208,Stage worry move.,251202
485940,16059,13965,Modern style why.,434169
430030,9369,26061,Low ability give.,476411
281036,41868,13902,Short nothing the.,247625
485684,48736,43267,Some after.,111413
418740,13374,11051,Remain agreement.,90095
360301,17208,40573,Something now group.,475821
140255,25688,28451,Sport before.,195652
167887,26466,41029,Yeah rest which.,334824
330463,42936,2193,Mission majority.,301064
319285,40456,10253,Particular beyond.,309411
174564,24892,34387,Lead culture sell.,169964
281523,16821,9767,Leg onto room.,3662
98176,8813,46172,Easy itself story.,339448
412736,6665,24281,Deal voice during.,175396
250196,18327,6602,Conference beyond.,409333
304753,32575,30252,Church go moment.,86112
441575,49315,42800,Analysis television.,109439
39256,7384,36926,Interest land.,54059
6853,38628,787,Cell rather impact.,482340
222021,48167,4286,Sea by onto.,494617
145517,11912,33633,Sister second time.,458436
322524,21473,485,Wear each sing.,148671
365607,4047,29175,Party base.,347190
201917,41128,12543,My measure toward.,136717
253116,16571,39351,Red production.,30801
10310,8803,4150,Board any land.,41145
414518,25096,9732,Executive final far.,259470
482114,35464,8966,Probably Mr foreign.,151765
155863,4282,10521,Apply impact hard.,186265
331149,9216,32319,Purpose like main.,50658
169795,17673,21097,Student this car.,331708
215903,15088,26675,Agreement respond.,461031
317222,23583,1716,Center court new.,119326
106984,3055,13480,Maybe because war.,183318
205965,43863,336,Trial late list.,359124
173717,18388,4851,Gas book car my.,231735
332897,18033,1992,Usually season must.,452238
100281,16326,13211,Order do radio ask.,228660
119420,21051,14475,Agency read our.,271522
222690,21792,28285,Break quickly.,334076
188271,24889,19259,Reason natural.,14322
252417,34179,37971,None same black.,139364
282001,23663,48530,Near especially.,301217
284491,45734,49931,Little candidate.,76517
142220,5175,36079,Guess capital could.,148997
498643,13972,2799,Feeling enter.,230816
168967,14155,8050,Son or front young.,407349
199409,27464,34611,Ever wife interest.,483847
33246,27132,8411,Could partner.,255025
316934,41912,25183,Fact possible.,79457
